GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon,NotifikasjonEvent,103,0,18,0,3,0,18,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,ByEnhetStrategy,66,6,4,0,11,1,10,1,8,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,AxsysEnhet,115,0,22,0,3,0,20,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,NavEnhet,104,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,AxsysRespons,93,0,14,0,3,0,16,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,AxsysProperties,73,43,20,2,0,3,15,5,4,5
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles.enhet,AxsysService,20,59,0,0,4,16,1,3,1,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMeldingKafkaProdusent.new ListenableFutureCallback() {...},39,0,0,0,8,0,3,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMeldingKafkaProdusent.new ListenableFutureCallback() {...},39,0,0,0,8,0,3,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleHendelseService,187,16,10,0,48,2,13,2,8,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleHendelseUtførtAvRolle,39,0,0,0,2,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMeldingEntitet,362,0,62,0,19,0,53,0,22,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleHendelseController,42,25,2,0,13,4,3,4,2,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,InternalAvtaleHendelseController,126,0,6,0,25,0,12,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleHendelseStatusendringJobb,135,0,6,0,25,0,6,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleHendelseLytter,264,13,2,0,62,2,24,2,23,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMelding,4059,0,718,0,187,0,549,0,190,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMeldingKafkaProdusent,49,0,0,0,9,0,3,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,AvtaleMeldingOpprettet,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.datadeling,InternalAvtaleHendelseController.AvtaleMeldingForFnr,6,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,TilskuddPeriodeStatus,0,33,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,ForkortAvtale,144,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleSorterer,176,0,33,0,37,0,37,0,11,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,HendelseType,3,305,0,0,1,44,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,NyttKostnadssted,104,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Stillingstype,0,15,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,RefusjonStatus,0,63,0,0,0,11,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreKontaktInformasjon,455,0,84,0,12,0,58,0,16,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,RefusjonKontaktperson,223,0,48,0,13,0,34,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnhold,1378,0,16,0,145,0,174,0,166,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AdminController,473,19,36,0,110,2,38,2,20,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Status,0,63,0,0,0,12,0,3,0,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Mentor,113,0,8,0,29,0,17,0,13,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Arbeidsgiver,356,0,48,0,96,0,50,0,26,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleStatusDetaljer,395,0,66,0,21,0,58,0,25,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreTilskuddsberegning,204,0,36,0,6,0,28,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,BedriftNrConverter,8,3,0,0,2,1,2,1,2,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnholdType,0,75,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,SortingDirection,15,0,0,0,2,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,FnrConverter,12,3,2,0,3,1,3,1,2,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,FilterSok,260,0,38,0,23,0,35,0,16,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,ArbeidstreningStrategy,100,0,0,0,20,0,4,0,4,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,ArenaRyddeAvtale,161,0,30,0,6,0,26,0,11,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleForkortetEntitet,390,0,70,0,21,0,57,0,22,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,NavIdentConverter,16,3,4,0,4,1,4,1,2,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,MaalKategori,3,53,0,0,1,10,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreStillingsbeskrivelse,286,0,52,0,8,0,38,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AlleredeRegistrertAvtale,696,0,108,0,36,0,91,0,37,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreOppfølgingOgTilrettelegging,118,0,20,0,4,0,18,0,8,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnhold.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,OpprettMentorAvtale,208,50,46,0,1,7,32,7,9,7
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,RefusjonKontaktperson.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,BaseAvtaleInnholdStrategy,238,0,2,0,45,0,5,0,4,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtalePredicate,561,8,102,0,37,1,75,2,24,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleForkortetLytter,20,6,0,0,2,1,1,1,1,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Maal.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreOmMentor.EndreOmMentorBuilder,63,0,0,0,1,0,9,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreOmMentor,286,0,52,0,8,0,38,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreOppfølgingOgTilrettelegging.EndreOppfølgingOgTilretteleggingBuilder,27,0,0,0,1,0,5,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avtalerolle,0,33,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,RegnUtTilskuddsperioderForAvtale,417,0,28,0,60,0,27,0,13,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleController,1447,45,40,0,298,3,67,3,47,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,InkluderingstilskuddsutgiftType,0,45,0,0,0,8,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Inkluderingstilskuddsutgift,210,3,38,0,10,1,32,1,13,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Tiltakstype,0,80,0,0,0,15,0,5,0,5
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Veileder,1097,0,124,0,264,0,118,0,56,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AnnullertInfo,65,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,BedriftNr,0,4,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Maal,215,3,38,0,12,1,33,1,14,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avtalepart,389,0,46,0,85,0,47,0,24,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreMål,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,OpprettAvtale,152,32,34,0,2,5,25,5,8,5
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Inkluderingstilskuddsutgift.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,NavIdent,0,26,1,5,0,6,1,5,0,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnholdStrategyFactory,46,0,7,0,9,0,8,0,2,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,GodkjentPaVegneAvArbeidsgiverGrunn,161,0,30,0,8,0,29,0,14,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,VarigLonnstilskuddStrategy,142,0,24,0,35,0,20,0,8,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,LonnstilskuddStrategy,466,0,30,0,77,0,27,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Deltaker,72,0,2,0,20,0,13,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,GodkjentPaVegneAvDeltakerOgArbeidsgiverGrunn,113,0,20,0,6,0,17,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleMinimalListevisning,656,0,110,0,33,0,89,0,34,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avtale.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avslagsårsak,3,39,0,0,1,6,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,GodkjennTilskuddsperiodeRequest,65,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreInkluderingstilskudd,86,0,12,0,6,0,13,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,TilskuddPeriode,720,0,64,0,80,0,86,0,54,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnhold.AvtaleInnholdBuilder,635,0,0,0,1,0,70,0,70,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,IdentifikatorConverter,12,3,2,0,4,1,3,1,2,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,InkluderingstilskuddStrategy,113,0,6,0,24,0,8,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,MidlertidigLonnstilskuddStrategy,157,0,26,0,41,0,23,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Identifikator,43,31,13,1,0,6,9,4,2,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,TilskuddsperiodeConfig,48,32,13,1,0,2,10,4,3,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,SortingOrder,45,0,0,0,2,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvslagRequest,105,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,BeslutterOversikt,599,0,104,0,28,0,83,0,31,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,SalesforceKontorerConfig,48,31,13,1,0,2,10,4,3,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,ForlengAvtale,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreAvtale,1914,0,350,0,54,0,267,0,92,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreKostnadsstedRequest,65,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,GodkjentPaVegneGrunn,161,0,30,0,8,0,29,0,14,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvbruttInfo,138,0,26,0,8,0,24,0,11,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avtale,4242,4,437,0,810,1,412,1,192,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,TilskuddPeriode.TilskuddPeriodeBuilder,210,0,8,0,1,0,25,0,21,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleMinimalListevisning.AvtaleMinimalListevisningBuilder,132,0,0,0,1,0,16,0,16,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Fnr,288,18,41,3,63,5,41,3,20,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,AvtaleInnholdStrategy,8,0,0,0,4,0,4,0,4,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,JusterArenaMigreringsdato,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreTilskuddsberegning.EndreTilskuddsberegningBuilder,47,0,0,0,1,0,7,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,MentorStrategy,123,0,4,0,24,0,5,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Beslutter,231,0,12,0,56,0,26,0,20,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,SommerjobbStrategy,67,0,8,0,21,0,9,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreStillingsbeskrivelse.EndreStillingsbeskrivelseBuilder,63,0,0,0,1,0,9,0,9,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,EndreKontaktInformasjon.EndreKontaktInformasjonBuilder,100,0,0,0,1,0,13,0,13,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale,Avtale.AvtaleBuilder,267,0,0,0,1,0,30,0,30,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.okonomi,KontoregisterServiceImpl,101,0,4,0,19,0,6,0,4,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.okonomi,KontoregisterServiceFake,2,7,0,0,1,2,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.okonomi,KontoregisterProperties,76,39,20,2,0,3,16,4,5,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.okonomi,KontoregisterResponse,143,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.okonomi,KontoregisterConfiguration,49,0,0,0,12,0,5,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyOppgave,NyOppgaveResponse,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyOppgave,NyOppgave,143,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyOppgave,Data,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,CacheDto,48,28,13,1,0,2,10,4,3,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,EventAndKeyHashEventLogger,10,7,0,0,2,2,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,EhCacheConfig,0,54,0,0,0,14,0,5,0,5
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,CacheDto.Cache,65,56,17,1,0,4,12,8,3,8
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,EventTypeEventLogger,6,7,0,0,2,2,1,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.cache,EhCacheListener,33,0,0,0,6,0,3,0,3,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.oppgaveUtfoertByEksternId,OppgaveUtfoertByEksternId,143,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.oppgaveUtfoertByEksternId,Data,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.oppgaveUtfoertByEksternId,OppgaveUtfoertResponse,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.FeilVedSendingResponse,FeilVedSendingResponse,51,0,6,0,2,0,8,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.FeilVedSendingResponse,Errors,65,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,FakeFakeUnleash,152,71,15,7,30,21,21,7,10,7
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,ByEnvironmentStrategy,33,10,1,1,6,3,6,1,5,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,FeatureToggleController,0,16,0,0,0,5,0,3,0,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,FeatureToggleConfig,35,19,1,1,8,6,2,2,1,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,ByOrgnummerStrategy,127,31,17,1,14,3,21,4,12,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.featuretoggles,FeatureToggleService,0,67,0,0,0,14,0,10,0,10
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.database,JpaConfiguration,0,16,0,0,0,4,0,2,0,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.database,VaultDatabaseConfiguration,96,0,6,0,23,0,9,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.infrastruktur.database,DatabaseProperties,176,99,48,6,0,7,36,8,9,8
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyBeskjed,Data,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyBeskjed,NyBeskjed,143,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.varsel.notifikasjon.response.nyBeskjed,NyBeskjedResponse,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.metrikker,MetrikkRegistrering,644,10,2,0,97,2,22,2,21,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EnhetErOrganisasjonsleddException,4,0,0,0,2,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EnhetErJuridiskException,4,0,0,0,2,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,OrganisasjonController,5,6,0,0,1,1,1,1,1,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EregProperties,48,28,13,1,0,2,10,4,3,4
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,ArbeidsgiverOrganisasjon,147,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EnhetFinnesIkkeException,0,4,0,0,0,2,0,1,0,1
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EregService,28,31,4,0,6,8,2,2,0,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EregNavn,235,0,46,0,6,0,38,0,15,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,Organisasjon,105,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,EregEnhet,168,0,30,0,5,0,27,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.orgenhet,ArbeidsgiverOrganisasjon.Fields,3,0,0,0,1,0,1,0,1,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,DatoUtils,15,0,0,0,2,0,2,0,2,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,ConditionalOnPropertyNotEmpty.OnPropertyNotEmptyCondition,0,28,1,3,0,5,1,3,0,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,MultiValueMap,55,0,2,0,14,0,6,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,Periode,115,0,22,0,9,0,17,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,Utils,61,31,16,6,15,6,15,3,5,2
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,TelefonnummerValidator,15,0,2,0,4,0,3,0,2,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.utils,Now,34,9,0,0,9,2,6,2,6,2
